fontecontato,ranking,score,idusuarioinclusao,idinterno,tipopessoa,cnpjcpf
Ligação / Visita Receptiva/ Cliente Contatou,0,,1225,915165,Jurídica,88416482000106
Indicação,0,,1241,2795076,Jurídica,24030723000100
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3120130,Jurídica,08707513000149
Ações de Marketing (Feira),0,,1718,1430104,Jurídica,04017386000103
Ações de Marketing (Feira),0,,3002,3209636,Jurídica,43538234000108
Ações de Marketing (Feira),0,,3002,3199470,Jurídica,02036483000290
ECONODATA,0,,1752,2606591,Jurídica,23510376000141
ECONODATA,0,,3781,3185223,Jurídica,16444252000140
ERP,1,1.0,1187,845217,Jurídica,61685723000166
Prospecção Ativa- Vendas Internas,0,,3002,2669847,Jurídica,07859151000149
Ações de Marketing (Internet/Site),0,,3002,3189231,Jurídica,03991413000173
Indicação,0,,1718,3116116,Jurídica,72769573000195
Ações de Marketing (Internet/Site),0,,3002,3154305,Jurídica,05458224000165
ERP,1,1.0,1187,844322,Jurídica,02876495000142
ERP,1,1.0,1187,845327,Jurídica,94933900000135
ECONODATA,0,,1328,3014434,Jurídica,
ERP,1,1.0,1187,3214228,Jurídica,29337320000113
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3225570,Jurídica,46317837000160
Indicação,5,,1242,1660002,Jurídica,76972074000151
Indicação,0,,3937,3098236,Jurídica,
Indicação,0,,1216,2284129,Jurídica,
ERP,1,1.0,1187,845121,Jurídica,78242849000169
Indicação,0,,1216,2617250,Jurídica,47356001000137
Ações de Marketing (Feira),0,,1718,1429151,Jurídica,56169790000198
Indicação,0,,1216,2287719,Jurídica,13572944000185
ECONODATA,0,,1752,1534913,Jurídica,18502868000155
ECONODATA,0,,1752,2099881,Jurídica,51826667000189
Ligação / Visita Receptiva/ Cliente Contatou,0,,2795,2864627,Jurídica,27389489000191
ERP,1,1.0,1187,841775,Jurídica,88041454000151
Ações de Marketing (Feira),0,,3002,3215586,Jurídica,06140674000178
ECONODATA,0,,1752,2606673,Jurídica,32053858000100
Ligação / Visita Receptiva/ Cliente Contatou,5,,1427,1221942,Jurídica,01098983009240
Ações de Marketing (RD Station),0,,1189,2963760,Jurídica,00703656000170
Ações de Marketing (Feira),0,,3002,3222186,Jurídica,06185800000100
ERP,1,1.0,1187,3218276,Jurídica,35379610000122
ECONODATA,0,,1241,2590985,Jurídica,24458956000108
ECONODATA,0,,3781,2831497,Jurídica,22529319000141
ECONODATA,0,,1752,1643375,Jurídica,03087331000107
ECONODATA,0,,3761,2827382,Jurídica,39288490000109
ERP,0,,1187,842218,Jurídica,03651281000130
ECONODATA,0,,1328,2988715,Jurídica,
ERP,1,1.0,1187,844292,Jurídica,07431533000177
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3133605,Jurídica,94665585000102
ERP,1,1.0,1187,843672,Jurídica,96299219000102
ERP,1,1.0,1187,842601,Jurídica,58818642000182
ECONODATA,0,,1752,1665165,Jurídica,14683102000163
ECONODATA,0,,3761,3004485,Jurídica,40718360000148
Ações de Marketing (Feira),0,,1718,1426881,Jurídica,76533629000169
Ações de Marketing (Feira),0,,1718,1432209,Jurídica,01307668000149
Ações de Marketing (Feira),5,,1718,1426853,Jurídica,15288443000105
Ações de Marketing (Feira),0,,3002,3208716,Jurídica,08917902000107
Ações de Marketing (Feira),0,,3002,3211200,Jurídica,12389955000161
ERP,1,1.0,1187,845200,Jurídica,07540390000131
ERP,1,1.0,1187,843795,Jurídica,12865910000116
ERP,1,1.0,1187,1653912,Jurídica,33042730001771
Ações de Marketing (Feira),0,,3002,3220402,Jurídica,27816487000131
ERP,1,1.0,1187,841341,Jurídica,00962220000104
ERP,1,1.0,1187,2624421,Jurídica,00013574000102
ECONODATA,0,,1328,3187264,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3002,2942247,Jurídica,14777545000113
ERP,1,1.0,1187,2535346,Jurídica,86376225000162
ECONODATA,0,,1752,1534947,Jurídica,34283075000149
ERP,1,1.0,1187,841581,Jurídica,88611835000129
Prospecção Ativa- Vendas Internas,0,,3002,2831486,Jurídica,42790695000100
ECONODATA,0,,1752,2664928,Jurídica,25347287000151
Ações de Marketing (Feira),0,,3002,3214231,Jurídica,29050381000103
ECONODATA,0,,1752,1629503,Jurídica,14308468000152
ECONODATA,0,,1328,3178284,Jurídica,
Indicação,0,,1856,2622782,Jurídica,
Ações de Marketing (Feira),0,,1718,1462370,Jurídica,59150300000108
Ações de Marketing (Feira),0,,1718,1428978,Jurídica,26915746000119
ECONODATA,0,,1856,2632607,Jurídica,39764427000100
ECONODATA,0,,1752,1534684,Jurídica,58507435000107
ECONODATA,0,,1752,1646742,Jurídica,26952392000182
ECONODATA,0,,1328,3120114,Jurídica,
Ações de Marketing (RD Station),0,,1189,2745655,Jurídica,07630120000111
ERP,1,1.0,1187,845459,Jurídica,12987790000120
ECONODATA,0,,3781,2794573,Jurídica,13310794000131
Ações de Marketing (Feira),0,,3002,3221052,Jurídica,03471864000180
Ações de Marketing (Feira),0,,3002,3214242,Jurídica,
Ações de Marketing (Internet/Site),0,,1331,3186268,Jurídica,85052645000120
ECONODATA,0,,1752,1545936,Jurídica,07836462000192
ECONODATA,0,,3761,2945979,Jurídica,08026075000153
ECONODATA,0,,1752,2099875,Jurídica,11200485000183
ERP,1,1.0,1187,2191027,Jurídica,85342269000109
Ações de Marketing (Feira),0,,3002,3206796,Jurídica,34398058000157
ECONODATA,0,,1752,2536298,Jurídica,07480359000152
ECONODATA,0,,1752,1617564,Jurídica,08968818000104
Indicação,0,,1242,1277194,Jurídica,09074312000114
ERP,1,1.0,1187,842850,Jurídica,10393084000124
ECONODATA,0,,1752,2536221,Jurídica,00540503000150
ECONODATA,0,,3761,2827352,Jurídica,37309871000100
ECONODATA,0,,1752,1982554,Jurídica,11402516000189
Ligação / Visita Receptiva/ Cliente Contatou,0,,1718,2642237,Jurídica,59918771000105
ECONODATA,0,,1752,2346757,Jurídica,85100048000124
ECONODATA,0,,1752,2536375,Jurídica,23694134000155
ERP,0,,1187,844745,Jurídica,01260911000110
ECONODATA,0,,1752,2606429,Jurídica,05328238000164
ECONODATA,0,,1752,1643355,Jurídica,25193737000107
Ações de Marketing (Feira),0,,3002,3208471,Jurídica,13932365000104
Ações de Marketing (Feira),0,,3002,3210856,Jurídica,08929389000166
ECONODATA,0,,1752,1534611,Jurídica,09155061000100
ECONODATA,0,,1241,2751416,Jurídica,34884152000116
Indicação,0,,1328,3078532,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3002,2770369,Jurídica,32126896000146
Prospecção Ativa- Vendas Internas,0,,3002,3252767,Jurídica,46190458000151
ECONODATA,0,,1752,1603623,Jurídica,08997141000132
Ações de Marketing (Internet/Site),0,,3002,3213393,Jurídica,18341418000128
ERP,1,1.0,1187,841153,Jurídica,91239343000169
ECONODATA,0,,3761,3065026,Jurídica,20745315000175
ECONODATA,0,,1752,2606832,Jurídica,85121820000194
ECONODATA,0,,1328,3086407,Jurídica,
Indicação,0,,1328,3143348,Jurídica,01071914000106
Ações de Marketing (RD Station),0,,1189,2941803,Jurídica,41398877000160
ECONODATA,0,,1752,1603487,Jurídica,27798690000122
Indicação,0,,1328,2501816,Jurídica,
Ações de Marketing (Internet/Site),0,,1331,2170238,Jurídica,14782613000132
Prospecção Ativa- Vendas Internas,0,,4312,3090189,Jurídica,01850184000141
Indicação,0,,1718,2871451,Jurídica,01499028000188
ECONODATA,0,,1752,2346664,Jurídica,18422890000195
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1885433,Jurídica,25147288000152
ECONODATA,0,,1752,1617571,Jurídica,
ECONODATA,0,,3761,3065000,Jurídica,31113032000127
ECONODATA,0,,1752,2606554,Jurídica,18700987000112
Ações de Marketing (Internet/Site),0,,3002,3023701,Jurídica,42305972000134
ERP,1,1.0,1187,844367,Jurídica,91388785000177
Indicação,0,,2912,2180129,Jurídica,37133680000121
ECONODATA,0,,1752,2016967,Jurídica,12554555000164
ERP,1,1.0,1187,845139,Jurídica,84683671000780
Indicação,0,,1328,3171883,Jurídica,
ERP,0,,3781,3267035,Jurídica,
ECONODATA,0,,1328,2938034,Jurídica,
Indicação,0,,1328,2681594,Jurídica,
Prospecção Ativa,0,,1328,2843182,Jurídica,
ECONODATA,0,,1752,1656639,Jurídica,34302479000132
ECONODATA,0,,1752,1872709,Jurídica,18882017000185
Indicação,0,,1331,1465955,Jurídica,
ECONODATA,0,,1328,2940259,Jurídica,
ECONODATA,0,,1328,2902419,Jurídica,27836235000174
ERP,1,1.0,1187,844460,Jurídica,94354271000199
Representantes,0,,1226,3093219,Jurídica,30286472000113
Ações de Marketing (Feira),0,,3002,3203110,Jurídica,03566848000170
ECONODATA,0,,1752,1628743,Jurídica,32170990000100
ERP,1,1.0,1241,1994915,Jurídica,49425259000173
ERP,1,1.0,1187,841515,Jurídica,88610191000405
ERP,1,1.0,1187,844686,Jurídica,14275588000109
ERP,1,1.0,1187,1222741,Jurídica,04224942000104
ERP,1,1.0,1187,845580,Jurídica,00832496000160
Indicação,0,,1328,916595,Jurídica,09530083000103
ECONODATA,0,,1328,3027552,Jurídica,
ECONODATA,0,,1328,2942249,Jurídica,
ERP,1,1.0,1187,842077,Jurídica,89340921000107
Prospecção Ativa,0,,1328,2859206,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,2,,1242,1658320,Jurídica,80065865000175
ECONODATA,0,,1752,1603471,Jurídica,07436990000154
ERP,1,1.0,1187,841613,Jurídica,73270605000176
ERP,1,1.0,1187,845415,Jurídica,19326902000140
ERP,1,1.0,1187,844133,Jurídica,91269746000150
ERP,1,1.0,1187,845506,Jurídica,10835608000190
ERP,1,1.0,1187,845491,Jurídica,00849246000132
Indicação,0,,1298,1654149,Jurídica,07213299000101
Ações de Marketing (Internet/Site),0,,3002,3197540,Jurídica,19419351000160
Ações de Marketing (Feira),0,,1718,1428436,Jurídica,44239382000186
ECONODATA,0,,1752,1524573,Jurídica,03381189000106
ERP,0,,1187,843518,Jurídica,58514928002037
Indicação,0,,1328,917744,Jurídica,73379380000190
ECONODATA,0,,1752,2016974,Jurídica,28252158000178
ERP,1,1.0,1187,2950651,Jurídica,14289754000118
ECONODATA,0,,3761,3003398,Jurídica,66047069000189
ERP,1,1.0,1187,3215113,Jurídica,61585733000200
ERP,1,1.0,1187,3168643,Jurídica,16966149000160
ERP,1,1.0,1187,3271097,Jurídica,25264683000115
ECONODATA,0,,1752,2346615,Jurídica,10400512000107
ECONODATA,0,,3761,3004447,Jurídica,90926957000156
ERP,0,,3781,2790757,Jurídica,02078156000110
ECONODATA,0,,1752,1601164,Jurídica,07846891000140
ECONODATA,0,,3761,2853239,Jurídica,03578292000132
Ações de Marketing (RD Station),0,,3781,2889272,Jurídica,11454074000114
ECONODATA,0,,1752,1665225,Jurídica,15392379000108
Ações de Marketing (Feira),0,,1328,901425,Jurídica,59257972000613
ERP,0,,2795,3088573,Jurídica,
ERP,1,1.0,1187,844237,Jurídica,09046839000135
ECONODATA,0,,1718,2751659,Jurídica,
Ações de Marketing (Feira),0,,3002,3219024,Jurídica,23265734000106
ECONODATA,0,,1328,2721701,Jurídica,
Indicação,0,,1328,2909274,Jurídica,10461205000128
ERP,1,1.0,1187,843025,Jurídica,03392827000186
ECONODATA,0,,1752,2606701,Jurídica,34732788000142
Indicação,0,,1331,3258280,Jurídica,12932274000106
Ações de Marketing (Feira),0,,3002,3219813,Jurídica,00595037000100
Ações de Marketing (Feira),0,,1718,1433488,Jurídica,06137725000102
ECONODATA,0,,1752,1545981,Jurídica,32039668000139
Representantes,0,,4312,3071053,Jurídica,03741343000103
Indicação,0,,3781,2932991,Jurídica,41777095000131
Indicação,0,,3781,3171093,Jurídica,81456030000109
ERP,1,1.0,1187,845308,Jurídica,17224822000159
ECONODATA,0,,3761,3003372,Jurídica,37496843000130
ECONODATA,0,,1752,1665166,Jurídica,14739900000160
ERP,0,,1187,845022,Jurídica,29926755000101
Ações de Marketing (Feira),0,,3002,3222251,Jurídica,00343179000180
ERP,1,1.0,1187,841331,Jurídica,90064288000150
ECONODATA,0,,1752,1534940,Jurídica,06006016000198
Ações de Marketing (Feira),0,,1718,1467414,Jurídica,02812095000173
ECONODATA,0,,3781,2831116,Jurídica,07613257000168
Ações de Marketing (Feira),0,,1718,1432538,Jurídica,06864080000100
Ações de Marketing (Feira),0,,3002,3212322,Jurídica,04493364000101
Ações de Marketing (Feira),0,,3002,3215481,Jurídica,05682733000177
ECONODATA,0,,1752,1534620,Jurídica,10733598000181
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,2664058,Jurídica,18321024000108
Ações de Marketing (Feira),0,,1718,1434896,Jurídica,03006613000124
ERP,1,1.0,1187,844428,Jurídica,07908566000165
ERP,1,1.0,1187,843655,Jurídica,01687262000139
Indicação,0,,2795,3097157,Física,02324501023
Ações de Marketing (Internet/Site),0,,1225,1432610,Jurídica,05129752000170
ECONODATA,0,,1752,2606560,Jurídica,19572325000177
ECONODATA,0,,1328,2961998,Jurídica,
Prospecção Ativa- Vendas Internas,0,,2795,2722011,Jurídica,40288225000100
Indicação,0,,1328,2887690,Jurídica,
Ações de Marketing (Feira),0,,3002,3214229,Jurídica,01969875000169
Prospecção Ativa- Vendas Internas,0,,3002,3131590,Jurídica,10541270000163
ECONODATA,0,,1752,1524546,Jurídica,01090264000146
ERP,0,,1187,1403130,Jurídica,83430355000148
ERP,0,,1187,845549,Jurídica,24982903000183
ECONODATA,0,,3761,2827347,Jurídica,37148630000118
Ações de Marketing (RD Station),0,,1189,2925323,Jurídica,35329858000189
ERP,1,1.0,1187,845126,Jurídica,81312894000157
Ligação / Visita Receptiva/ Cliente Contatou,0,,1527,1313476,Jurídica,42566752000830
ECONODATA,0,,1752,2346583,Jurídica,05575629000264
Ações de Marketing (Feira),0,,3002,3184284,Jurídica,13518624000147
ERP,1,1.0,1187,3023849,Jurídica,07875146000120
Ações de Marketing (Feira),0,,3002,3204773,Jurídica,23406260000167
Ações de Marketing (Feira),0,,3002,3214223,Jurídica,13089430000173
ERP,0,,1187,844059,Jurídica,06225885000103
Ações de Marketing (Feira),0,,1718,1431039,Jurídica,76487032000206
ERP,1,1.0,1187,842359,Jurídica,72096100000174
ERP,1,1.0,1187,843273,Jurídica,07856838000120
Prospecção Ativa,0,,3569,3178630,Jurídica,
ECONODATA,0,,1752,2536363,Jurídica,19357139000115
Ações de Marketing (Feira),0,,1718,1429614,Jurídica,03619857000182
ECONODATA,0,,1752,2423069,Jurídica,14026393000117
ECONODATA,0,,1752,2606759,Jurídica,73936965000164
ERP,1,1.0,1187,843817,Jurídica,09340509000239
Ações de Marketing (Internet/Site),5,,1225,1432548,Jurídica,04725539000169
Indicação,0,,1427,1228195,Jurídica,08962800000103
ERP,1,1.0,1187,2818153,Jurídica,40569383000138
ECONODATA,0,,1752,2536400,Jurídica,35456228000175
ERP,1,1.0,1187,844585,Jurídica,20437308000106
ERP,1,1.0,1187,845397,Jurídica,09291233000165
ECONODATA,0,,1752,2536413,Jurídica,44483394000151
Prospecção Ativa- Vendas Internas,0,,3002,2709123,Jurídica,10139523000177
ECONODATA,0,,1328,3238504,Jurídica,
ERP,1,1.0,1187,1875968,Jurídica,36939249000104
Prospecção Ativa- Vendas Internas,0,,3002,3120040,Jurídica,32138400000154
ECONODATA,0,,1752,1665146,Jurídica,35094977000108
Prospecção Ativa- Vendas Internas,0,,3002,3152543,Jurídica,17399099000149
ECONODATA,0,,3761,2853532,Jurídica,33215162000104
Indicação,0,,3937,3086131,Jurídica,16480262000130
ECONODATA,0,,1752,1872634,Jurídica,66863333000152
ERP,0,,1187,845431,Jurídica,17242052000177
ECONODATA,0,,1752,1656730,Jurídica,20104905000119
ECONODATA,0,,1718,2183336,Jurídica,28046804000140
Ações de Marketing (Feira),0,,1718,1431556,Jurídica,50506716000133
ECONODATA,0,,3781,2828714,Jurídica,01074000000107
Representantes,0,,2847,2869304,Jurídica,10142711000154
Prospecção Ativa- Vendas Internas,0,,3002,3244780,Jurídica,02235994000584
Prospecção Ativa- Vendas Internas,0,5.0,3002,2896113,Jurídica,93996734000153
Ações de Marketing (Feira),0,,3002,3218896,Jurídica,02008914000124
Indicação,0,,1328,1271705,Jurídica,06239846000165
ECONODATA,0,,1752,2423143,Jurídica,37683467000193
ECONODATA,0,,2795,2522273,Jurídica,18158413000164
Ações de Marketing (Internet/Site),0,,1718,3305103,Jurídica,16432728000122
ECONODATA,0,,1752,1534895,Jurídica,10842338000144
ERP,1,1.0,1187,843399,Jurídica,81604506000101
ECONODATA,0,,3761,3064946,Jurídica,88104328000107
ECONODATA,0,,1752,1603603,Jurídica,04677463000143
ERP,1,1.0,1225,1893831,Jurídica,17374857000174
ERP,1,1.0,1187,844619,Jurídica,92327410000160
Ações de Marketing (Internet/Site),0,,3002,3190215,Jurídica,01561279000145
Ações de Marketing (Feira),0,,1718,1465164,Jurídica,12615299000178
Prospecção Ativa- Vendas Internas,0,,3002,2881835,Jurídica,82983032000119
ERP,1,1.0,1187,842130,Jurídica,07212843000109
ERP,1,1.0,1187,3298323,Jurídica,07567392000114
ECONODATA,0,,1752,1652257,Jurídica,14110828000107
ECONODATA,0,,1328,3028656,Jurídica,
Ações de Marketing (Feira),0,,1718,1433571,Jurídica,62125836000170
Ações de Marketing (RD Station),0,,3781,2967367,Física,00375684930
ECONODATA,0,,1752,2346602,Jurídica,08776823000115
Ações de Marketing (Anuncios),0,,1328,2934804,Jurídica,87024022000170
ECONODATA,0,,1752,2423039,Jurídica,04496356000119
ERP,1,1.0,1187,2548789,Jurídica,29152508000197
ECONODATA,0,,1752,1545843,Jurídica,32385218000106
Ações de Marketing (Feira),0,,1718,1434600,Jurídica,22524225000180
ECONODATA,0,,1752,2606588,Jurídica,23183862000100
ECONODATA,0,,1752,1601167,Jurídica,08636145000195
ECONODATA,0,,3761,3244443,Jurídica,07789524000152
ERP,1,1.0,1187,844449,Jurídica,92659507000170
ERP,1,1.0,1187,842004,Jurídica,07614595000114
ECONODATA,0,,1752,1617671,Jurídica,03968742000101
Ações de Marketing (Feira),0,,1328,902116,Jurídica,01628313000151
ECONODATA,0,,3938,2991405,Jurídica,41752075000106
ERP,0,,1187,843749,Jurídica,53914057000162
ERP,1,1.0,1187,843401,Jurídica,61192365000150
Ações de Marketing (Feira),5,,1718,1428868,Jurídica,77711893000108
Ações de Marketing (RD Station),0,,3781,2938184,Jurídica,37202699000182
Ações de Marketing (Feira),0,,3002,3212404,Jurídica,13419765000102
Ligação / Visita Receptiva/ Cliente Contatou,0,,1355,2655081,Jurídica,23707901000113
ECONODATA,0,,1752,2664714,Jurídica,04068401000134
ERP,1,1.0,1187,844480,Jurídica,19176671000136
ECONODATA,0,,1328,2156380,Jurídica,
ECONODATA,0,,1752,1652311,Jurídica,33084113000171
ECONODATA,0,,3761,3244470,Jurídica,05816771000175
ECONODATA,0,,1752,2664797,Jurídica,10261399000118
ECONODATA,0,,1752,1628678,Jurídica,04430875000184
ECONODATA,0,,1752,1534549,Jurídica,02106410000147
ECONODATA,0,,1752,2099888,Jurídica,62778964000112
ECONODATA,0,,1752,1643275,Jurídica,01206508000103
ECONODATA,0,,1752,2606379,Jurídica,01915491000163
ECONODATA,0,,1186,1524141,Jurídica,11201983000140
Ações de Marketing (Internet/Site),0,,3002,3345488,Jurídica,21143116000150
ERP,1,1.0,1187,842504,Jurídica,79379350000160
ERP,1,1.0,1187,2176681,Jurídica,32704640000179
Ações de Marketing (Internet/Site),0,,3002,3336272,Jurídica,30635871000142
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1957702,Jurídica,59600643000119
ECONODATA,0,,1752,1982633,Jurídica,61383584000116
Ações de Marketing (Feira),0,,3002,3222180,Jurídica,25165034000167
Ações de Marketing (Feira),0,,3002,3214226,Jurídica,17906494000170
Indicação,0,,1328,917638,Jurídica,03482200000116
Ações de Marketing (RD Station),0,,1189,2829206,Jurídica,16604353000130
ERP,1,1.0,1187,845323,Jurídica,00151232000140
Prospecção Ativa- Vendas Internas,0,,3002,2819509,Jurídica,46543948000194
Indicação,0,,1527,3160420,Jurídica,02917571000110
ECONODATA,0,,1752,1665238,Jurídica,23087528000145
ERP,1,1.0,1187,2675483,Jurídica,08532344000153
Ações de Marketing (Internet/Site),0,,1527,3009284,Jurídica,07389050000151
Representantes,0,,1226,3168553,Jurídica,28174903000108
ECONODATA,0,,1752,1603626,Jurídica,11001388000161
ERP,1,1.0,1187,844917,Jurídica,05428655000189
ECONODATA,0,,1752,2536275,Jurídica,05138588000168
ERP,1,1.0,1187,843668,Jurídica,04817052000106
Ações de Marketing (Feira),0,,1718,1464667,Jurídica,60681699000124
ECONODATA,0,,1752,1651583,Jurídica,07822365000140
ECONODATA,0,,1328,2853049,Jurídica,09004859000143
Ações de Marketing (Feira),0,,3002,3209154,Jurídica,23635798000143
ECONODATA,0,,1752,1545928,Jurídica,04720824000197
Prospecção Ativa- Vendas Internas,0,,1226,3025368,Jurídica,32663039000185
ERP,1,1.0,1187,3192937,Jurídica,15275630000146
Prospecção Ativa- Vendas Internas,0,,3002,2695228,Jurídica,04362452000174
ECONODATA,0,,3761,2827387,Física,39542358000181
ERP,0,,1187,844423,Jurídica,00549661000170
ECONODATA,0,,1752,1601232,Jurídica,74474933000157
