fontecontato,ranking,score,idusuarioinclusao,idinterno,tipopessoa,cnpjcpf
Ações de Marketing (RD Station),0,,1189,2756662,Jurídica,48031918003654
Representantes,0,,3002,3308595,Jurídica,57490906000159
Ações de Marketing (Feira),0,,3002,3222702,Jurídica,15402326000112
Indicação,0,,3937,3166726,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1190360,Jurídica,05757520000167
ECONODATA,0,,1241,2755490,Jurídica,37517787000173
Ações de Marketing (Feira),0,,3002,3213364,Jurídica,06237245000113
ERP,1,1.0,1187,841706,Jurídica,87642666000121
ERP,1,1.0,1187,3216836,Jurídica,04545824000106
ERP,1,1.0,1187,843343,Jurídica,05920019000170
Prospecção Ativa- Vendas Internas,0,,3002,3284200,Jurídica,06194345000100
Prospecção Ativa- Vendas Internas,0,,3002,3292741,Jurídica,78404860000269
ECONODATA,0,,3761,2853546,Jurídica,33954406000162
Indicação,0,,3781,3351210,Jurídica,24660893000160
Prospecção Ativa- Vendas Internas,0,,3002,3387471,Jurídica,85263358000160
ECONODATA,0,,1752,2606479,Jurídica,10299136000106
ERP,0,,1187,845017,Jurídica,07354761000190
Prospecção Ativa- Vendas Internas,0,,3002,3387131,Jurídica,02499629000153
ECONODATA,0,,3761,2853410,Jurídica,18034057000177
Indicação,0,,1328,1271937,Jurídica,12643148000123
ECONODATA,0,,1752,2606694,Jurídica,33873156000136
ECONODATA,0,,1752,1643339,Jurídica,22281873000152
Ações de Marketing (Internet/Site),0,,3002,3382364,Jurídica,08011877000190
ECONODATA,0,,3781,3153561,Jurídica,02328576000108
ECONODATA,0,,1752,2536337,Jurídica,13224788000161
ECONODATA,0,,1856,2307550,Jurídica,13369487000126
Ações de Marketing (Internet/Site),0,,3002,3202824,Jurídica,09446905000164
ECONODATA,0,,3761,2853469,Jurídica,25361717000190
ECONODATA,0,,1752,1534856,Jurídica,05451254000140
Indicação,0,,3781,3211526,Jurídica,12075782000107
ERP,1,1.0,1187,844271,Jurídica,09610782000155
Ações de Marketing (Feira),0,,1718,1431489,Jurídica,08370681000191
ECONODATA,0,,1752,2606739,Jurídica,38085840000177
ECONODATA,0,,1752,1545798,Jurídica,06905734000104
Ações de Marketing (Feira),0,,3002,3249317,Jurídica,59602144000160
Indicação,0,,1241,1575751,Jurídica,05819698000195
Ações de Marketing (Feira),0,,3002,3210424,Jurídica,11990922000100
ERP,1,1.0,1187,841196,Jurídica,04721073000123
ECONODATA,0,,1328,2961939,Jurídica,
Indicação,0,,1328,2416715,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3002,2865542,Jurídica,04262870000190
ECONODATA,0,,1752,1629538,Jurídica,81774796000131
ECONODATA,0,,1752,1629253,Jurídica,04524225000106
Ações de Marketing (Feira),0,,1718,1431474,Jurídica,49034150000105
Indicação,0,,1350,2743573,Jurídica,10774449000160
Ações de Marketing (Internet/Site),0,,3002,3220998,Jurídica,12595667000163
Prospecção Ativa- Vendas Internas,0,,3002,3250960,Jurídica,17183309000167
ECONODATA,0,,1752,1534952,Jurídica,72159221000118
Ações de Marketing (Internet/Site),0,,3002,3247617,Física,
Ações de Marketing (Internet/Site),0,,3002,3390316,Jurídica,36657432000117
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1190331,Jurídica,03940850000249
ERP,1,1.0,1187,841371,Jurídica,03235469000106
Ações de Marketing (Internet/Site),0,,1350,1823471,Jurídica,24250934000140
ECONODATA,0,,3761,3244277,Jurídica,23208472000130
Prospecção Ativa- Vendas Internas,0,,1226,2191003,Jurídica,23056535000180
Prospecção Ativa- Vendas Internas,0,,1226,2672500,Jurídica,00096341000102
Prospecção Ativa- Vendas Internas,0,,2795,2561797,Jurídica,13361757000152
Ações de Marketing (Internet/Site),0,,3002,3374759,Jurídica,09289111000134
Ações de Marketing (Feira),0,,1718,1462465,Jurídica,07856025000130
Indicação,0,,1856,2735438,Jurídica,61156113000680
ECONODATA,0,,1752,2664968,Jurídica,31262455000109
ECONODATA,0,,3761,2853381,Jurídica,14677210000123
ECONODATA,0,,3938,2990099,Jurídica,42868500000190
Ações de Marketing (Internet/Site),0,,3002,3374646,Jurídica,40248269000106
ECONODATA,0,,3569,3094405,Jurídica,14648611000155
ECONODATA,0,,1328,3064465,Jurídica,
ERP,1,1.0,1187,842477,Jurídica,64582232000188
Indicação,0,,1718,3402132,Jurídica,56993900000131
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3356407,Jurídica,68059674000103
Indicação,0,,3937,3166724,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1527,2834535,Jurídica,36861197000109
Prospecção Ativa- Vendas Internas,0,,3002,2718003,Jurídica,09478960000136
Ações de Marketing (Feira),0,,3002,3209473,Jurídica,08206532000191
ECONODATA,0,,1752,1982564,Jurídica,85249126000157
ECONODATA,0,,1752,1629264,Jurídica,05929680000146
Indicação,0,,1328,2564008,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1959410,Jurídica,09556138000146
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,2047200,Jurídica,46243234000160
Ações de Marketing (Feira),0,,3002,3205169,Jurídica,38184550000180
ERP,1,1.0,1187,845406,Jurídica,23301846000167
Indicação,0,,1226,2361223,Jurídica,03809314000128
ERP,1,1.0,1187,845099,Jurídica,00717453000133
Indicação,0,,1331,2085373,Jurídica,37577602000116
Indicação,0,,1328,2519138,Jurídica,21411283000134
Ações de Marketing (Feira),0,,3002,3218377,Jurídica,35251861000127
ERP,1,1.0,1187,842225,Jurídica,45137890000116
Ações de Marketing (Internet/Site),0,,3002,3199001,Jurídica,42409201000197
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1411398,Jurídica,45931904000179
Ações de Marketing (Internet/Site),0,,3002,3369359,Jurídica,11474465000109
ECONODATA,0,,1752,1545918,Jurídica,00526359000105
Ações de Marketing (Feira),0,,3002,3219598,Jurídica,06327595000170
ECONODATA,0,,1752,2664931,Jurídica,25919697000120
ECONODATA,0,,1752,1534876,Jurídica,08075362000153
ECONODATA,0,,1752,2665060,Jurídica,38260119000176
Ações de Marketing (Feira),0,,3002,3210531,Jurídica,04255500000125
ERP,1,1.0,1187,843269,Jurídica,12319978000108
ECONODATA,0,,1752,2606593,Jurídica,23585015000164
Ações de Marketing (RD Station),0,,1189,3014101,Jurídica,37795111000141
Ações de Marketing (Feira),0,,3002,3221620,Jurídica,40990002000190
ERP,1,1.0,1187,843983,Jurídica,05567720000157
Ações de Marketing (Internet/Site),0,,3002,3407267,Jurídica,07158080000157
Ações de Marketing (Feira),0,,1718,1439909,Jurídica,59104901000176
ECONODATA,0,,1752,2099891,Jurídica,00025160000357
ECONODATA,0,,1752,2606633,Jurídica,28451130000160
ECONODATA,0,,1752,1656736,Jurídica,22416453000136
Ações de Marketing (Feira),0,,1718,1462384,Jurídica,57246951000162
Prospecção Ativa- Vendas Internas,0,,3002,3352386,Jurídica,07796914000150
ECONODATA,0,,1752,1601149,Jurídica,05530872000185
Ações de Marketing (Feira),0,,3002,3219519,Jurídica,21458370000147
Indicação,0,,1355,2684350,Jurídica,07633419000120
Ações de Marketing (Feira),0,,1718,1485472,Jurídica,01645809000133
Ações de Marketing (Feira),0,,3002,3215676,Jurídica,41522054000102
Prospecção Ativa- Vendas Internas,0,,3002,3419210,Jurídica,06050873000195
Ações de Marketing (Feira),0,,3002,3218991,Jurídica,32026986000165
Ações de Marketing (Feira),0,,1718,1436872,Jurídica,61103669000101
ECONODATA,0,,1752,1545837,Jurídica,26367325000109
ECONODATA,0,,1752,2606698,Jurídica,34658949000103
Ações de Marketing (Feira),0,,3002,3210826,Jurídica,24104861000188
ECONODATA,0,,1752,1872578,Jurídica,05096091000124
Indicação,0,,2795,2749930,Jurídica,18127326000140
ECONODATA,0,,3761,3244078,Jurídica,93580124000174
Ligação / Visita Receptiva/ Cliente Contatou,0,,1188,1553413,Jurídica,01986608000108
Representantes,0,,3002,3332640,Jurídica,88979067000160
ERP,1,1.0,1187,1404608,Jurídica,05876349000105
Indicação,0,,1328,1270645,Jurídica,13006264000102
Representantes,0,,3002,3425640,Jurídica,10488927000176
Prospecção Ativa- Vendas Internas,0,,3002,2733888,Jurídica,81805376000175
ECONODATA,0,,1752,2664848,Jurídica,14296900000132
ERP,1,1.0,1187,845033,Jurídica,10379317000134
Ações de Marketing (Internet/Site),0,,3002,3418079,Jurídica,44694940000101
Ações de Marketing (Feira),0,,1718,1429117,Jurídica,10738225000101
Indicação,0,,2795,2367285,Jurídica,34458614000133
Indicação,0,,1241,2795127,Jurídica,32792695000188
ECONODATA,0,,1752,1872596,Jurídica,12691863000131
Indicação,0,,1241,2795063,Jurídica,22141426000106
Prospecção Ativa- Vendas Internas,0,,3002,3312615,Jurídica,10695210000103
Prospecção Ativa- Vendas Internas,0,,3002,3190247,Jurídica,10231088000106
ECONODATA,0,,1328,2843187,Jurídica,
Indicação,0,,3781,3417821,Jurídica,09350617000101
Indicação,0,,1241,2810611,Jurídica,33035736000154
Ações de Marketing (Feira),0,,3002,3246167,Jurídica,29182688000150
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,2444956,Jurídica,29264299000173
ECONODATA,0,,1752,1982627,Jurídica,04139977000145
ECONODATA,0,,1752,2099867,Jurídica,02281288000145
ERP,1,1.0,1187,3426192,Jurídica,32137546000185
ERP,1,1.0,1187,845219,Jurídica,03682863000184
Ações de Marketing (Feira),0,,3002,3214214,Jurídica,04445513000167
Ações de Marketing (Feira),0,,3002,3216303,Jurídica,53641833000106
ECONODATA,0,,3761,2853444,Jurídica,22358904000126
ECONODATA,0,,1752,2606702,Jurídica,34973462000107
ECONODATA,0,,1752,1601236,Jurídica,03144034000148
ERP,1,1.0,1187,841278,Jurídica,90492695000169
Ações de Marketing (Feira),0,,3002,3247337,Jurídica,18203302000122
ECONODATA,0,,3761,3244351,Jurídica,13623776000100
ERP,1,1.0,1187,841437,Jurídica,96735162000147
Ações de Marketing (Anuncios),2,,1289,1891998,Jurídica,11083613000156
Ligação / Visita Receptiva/ Cliente Contatou,0,,2795,2988194,Jurídica,24528527000151
Ações de Marketing (Feira),0,,3002,3224679,Jurídica,55365563000175
ECONODATA,0,,1752,2017042,Jurídica,02987251000137
ECONODATA,0,,3761,2853213,Jurídica,01198813000362
ERP,0,,1328,3491697,Jurídica,
Representantes,0,,1331,3283035,Jurídica,11527980000100
Representantes,0,,1226,3431510,Jurídica,19415508000189
ECONODATA,0,,3761,2853406,Jurídica,17283069000172
ECONODATA,0,,1752,2664700,Jurídica,02957062000111
Indicação,0,,3644,2680058,Jurídica,19338456000194
ECONODATA,0,,1752,1651613,Jurídica,33952843000147
ECONODATA,0,,1752,2099786,Jurídica,82056185000110
ECONODATA,0,,1752,1665139,Jurídica,09397808000200
Prospecção Ativa- Vendas Internas,0,,3002,3192531,Jurídica,12581444000147
Ações de Marketing (Feira),0,,3002,3234406,Jurídica,81574089000100
Representantes,0,,3515,3451360,Jurídica,05351640000160
Ligação / Visita Receptiva/ Cliente Contatou,0,0.0,1298,1209403,Jurídica,02594636000134
Prospecção Ativa- Vendas Internas,0,,3002,3389975,Jurídica,94132024000148
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1498693,Jurídica,
Ações de Marketing (Internet/Site),0,,3002,3369407,Jurídica,46592441000120
ERP,1,1.0,1187,843477,Jurídica,59274332000107
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1223650,Jurídica,57330953000135
ERP,1,1.0,1187,841797,Jurídica,75813386000150
ERP,1,1.0,1187,843700,Jurídica,02030165000131
Ligação / Visita Receptiva/ Cliente Contatou,0,,1527,2426933,Jurídica,30411413000120
ERP,0,,1187,844813,Jurídica,79243473000170
ERP,1,1.0,1187,1404617,Jurídica,01844555001588
ERP,1,1.0,1187,2178487,Jurídica,12128514000106
ERP,1,1.0,1187,841313,Jurídica,79922720000164
Indicação,0,,1527,2844008,Jurídica,77509511000168
ECONODATA,0,,1752,2423105,Jurídica,25113694000102
ECONODATA,0,,1752,1982555,Jurídica,13338787000148
Ações de Marketing (Internet/Site),0,,1527,2417078,Jurídica,29808767000123
Ações de Marketing (Internet/Site),0,,1527,2561993,Jurídica,29913328000180
ERP,0,,1187,1768189,Jurídica,11806646000187
ERP,1,1.0,1187,2721182,Filial,03364555000100
Ações de Marketing (Feira),0,,3002,3221210,Jurídica,04758253000180
ECONODATA,0,,1752,2423057,Jurídica,10301274000174
Ações de Marketing (RD Station),0,,1189,2603457,Jurídica,31237474000185
ERP,1,1.0,1187,845004,Jurídica,03092591000162
Indicação,0,,1328,915873,Jurídica,04343957000191
Indicação,0,,1328,2557462,Jurídica,
ERP,1,1.0,1187,842557,Jurídica,73297509000111
ECONODATA,0,,1752,2423162,Jurídica,26342716000160
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,3186412,Jurídica,02994667000182
ECONODATA,0,,1752,2606758,Jurídica,73844193000130
ECONODATA,0,,3761,3064951,Jurídica,85374262000179
Ações de Marketing (Feira),0,,3002,3210370,Jurídica,85208445000114
Prospecção Ativa- Vendas Internas,0,,3002,3221606,Jurídica,35816643000192
Prospecção Ativa- Vendas Internas,0,,3002,3197512,Jurídica,13369501000191
Ações de Marketing (Internet/Site),0,,1331,2654611,Jurídica,10665674000169
Prospecção Ativa- Vendas Internas,0,,3002,3097862,Jurídica,34128906000108
Ações de Marketing (Internet/Site),5,,1328,953823,Jurídica,91429944000134
Ações de Marketing (Internet/Site),5,,1328,1185477,Jurídica,07413349000102
Ações de Marketing (Internet/Site),0,,1328,1185029,Jurídica,05623823000197
ECONODATA,0,,1752,1534737,Jurídica,07529475000119
Ações de Marketing (Feira),0,,3002,3164656,Jurídica,13017474000198
ECONODATA,0,,1752,1945728,Jurídica,11071732000199
Indicação,0,,1328,2196783,Jurídica,
Prospecção Ativa- Vendas Internas,0,,3002,2831480,Jurídica,13513871000150
ECONODATA,0,,1752,1534769,Jurídica,94610961000161
ERP,0,,1187,843054,Jurídica,10976668000122
Ações de Marketing (Internet/Site),0,,1328,1185842,Jurídica,02774125000102
Indicação,0,,1328,2420377,Jurídica,
Indicação,0,,1328,1953892,Jurídica,93896397000122
Ações de Marketing (Internet/Site),0,,3002,3353060,Jurídica,09912440000190
Ligação / Visita Receptiva/ Cliente Contatou,5,,1241,1439996,Jurídica,
Indicação,0,,1328,2430037,Jurídica,
ECONODATA,0,,1328,2819894,Jurídica,
ERP,1,1.0,1187,845592,Jurídica,23038092000102
ECONODATA,0,,1752,1601201,Jurídica,16641170000195
ERP,1,1.0,1187,843258,Jurídica,31228836000171
Prospecção Ativa- Vendas Internas,0,,3002,3437989,Jurídica,83495085000153
ECONODATA,0,,1752,1629506,Jurídica,14497335000171
ERP,1,1.0,1187,844494,Jurídica,00986742000138
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3131679,Jurídica,71832679000123
Indicação,0,,1328,3155136,Jurídica,
ERP,1,1.0,1187,841491,Jurídica,87834883000113
Ações de Marketing (Feira),0,,3002,3208502,Jurídica,23853160000189
Representantes,0,,2847,2864553,Filial,50935576001948
Ações de Marketing (Feira),0,,3002,3245621,Jurídica,13098574000196
Ações de Marketing (Internet/Site),0,,3002,3215164,Jurídica,45314959000130
ERP,1,1.0,1187,842554,Jurídica,00690725000159
Prospecção Ativa- Vendas Internas,0,,3002,3162251,Jurídica,01925956000167
ECONODATA,0,,1328,3190615,Jurídica,
ECONODATA,0,,3761,2827156,Jurídica,21888297000143
ERP,1,1.0,1187,843846,Jurídica,13835990000120
Ações de Marketing (Feira),0,,1328,914050,Jurídica,92333822000102
Indicação,0,,1328,915340,Jurídica,01829476000100
Prospecção Ativa- Vendas Internas,0,,3002,3437574,Jurídica,91954636000128
Indicação,0,,1328,928538,Jurídica,88588033000145
ERP,1,1.0,1187,842667,Jurídica,90102609000407
Indicação,0,,1328,1410443,Jurídica,88634977000969
ECONODATA,0,,1752,1646789,Jurídica,18112285000118
Indicação,0,,1328,1272040,Jurídica,76613991000140
ECONODATA,0,,1752,2423144,Jurídica,37790039000160
Ações de Marketing (RD Station),0,,1189,2958476,Jurídica,32246023000177
ECONODATA,0,,1752,2606639,Jurídica,29066754000126
Prospecção Ativa- Vendas Internas,0,,3002,2707423,Jurídica,91489815000131
ECONODATA,0,,1752,1603478,Jurídica,10512749000171
Ações de Marketing (Feira),0,,1328,913283,Jurídica,11809124000139
Ações de Marketing (Feira),0,,1328,912813,Jurídica,10294630000170
Indicação,0,,1328,2385898,Jurídica,
Ações de Marketing (Internet/Site),0,,1331,2430482,Jurídica,36517916000160
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1807055,Jurídica,24181284000128
Ações de Marketing (Internet/Site),0,,3002,3166519,Jurídica,37672070000104
Ações de Marketing (Internet/Site),0,,1331,2281189,Jurídica,23270910000190
ERP,1,1.0,1187,2560169,Jurídica,76855162000173
ERP,1,1.0,1187,845449,Jurídica,12715548000105
Ligação / Visita Receptiva/ Cliente Contatou,0,,1241,2737685,Jurídica,28606539000108
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,3018073,Jurídica,43175615000161
Prospecção Ativa- Vendas Internas,0,,3002,2684865,Jurídica,10429551000129
ECONODATA,0,,3761,3244245,Jurídica,28301817000119
Ações de Marketing (Feira),0,,3002,3210942,Jurídica,06201012000160
ECONODATA,0,,3761,3244134,Jurídica,59271288000181
Ações de Marketing (RD Station),0,,1189,2597997,Jurídica,82638388000115
ECONODATA,0,,1752,1601165,Jurídica,08250560000106
Ações de Marketing (Internet/Site),0,,3002,3351087,Jurídica,89832182000170
Prospecção Ativa- Vendas Internas,0,,3002,2889382,Filial,14759173000283
ERP,1,1.0,1187,3185569,Jurídica,11897872000110
ERP,1,1.0,1187,845436,Jurídica,87547907000153
Prospecção Ativa- Vendas Internas,0,,3002,2816676,Jurídica,26685771000153
Indicação,0,,3938,3014450,Jurídica,17250690000130
Indicação,0,,1328,915568,Jurídica,04818414000183
Prospecção Ativa- Vendas Internas,0,,3002,2706401,Jurídica,91069807000136
ERP,1,1.0,1187,841257,Jurídica,03551275000101
ECONODATA,0,,1752,2606378,Jurídica,01840197000130
Prospecção Ativa- Vendas Internas,0,,3002,3212466,Jurídica,88634977002074
Prospecção Ativa- Vendas Internas,0,,3002,2814132,Jurídica,07795252000101
ERP,1,1.0,1187,841264,Jurídica,90987595000103
ECONODATA,0,,3761,3004576,Jurídica,21473290000160
Ações de Marketing (Feira),0,,1328,914095,Jurídica,93674794000150
ERP,1,1.0,1187,842264,Jurídica,90709544000110
ERP,1,1.0,1187,844637,Jurídica,92642149000192
ERP,1,1.0,1187,842180,Jurídica,94413341000132
ERP,1,1.0,1187,1462371,Jurídica,03117956000166
ECONODATA,0,,3761,2853365,Jurídica,12454722000103
ERP,1,1.0,1187,844116,Jurídica,89572572000159
ERP,1,1.0,1187,842701,Jurídica,03814174000186
ECONODATA,0,,1752,2154916,Jurídica,89723845000380
ERP,1,1.0,1187,843077,Jurídica,02271913000178
Ações de Marketing (Internet/Site),0,,3002,3131612,Jurídica,44660943000116
Indicação,0,,1328,3131646,Jurídica,
ERP,1,1.0,1187,841557,Jurídica,87826202000175
ECONODATA,0,,3761,3004527,Jurídica,33060316000128
ERP,0,,1187,844739,Jurídica,11234162000100
ECONODATA,0,,1752,2536408,Jurídica,41789603000100
Prospecção Ativa- Vendas Internas,0,,3002,3403564,Jurídica,09330084000104
ECONODATA,0,,3002,3202958,Jurídica,09078894000107
Ações de Marketing (Feira),2,,1188,1529324,Jurídica,79511507000160
ERP,1,1.0,1187,1609461,Jurídica,28255414000180
ECONODATA,0,,1752,2346674,Jurídica,24527722000167
ERP,1,1.0,1187,1527675,Jurídica,05106945000106
ERP,1,1.0,1187,844586,Jurídica,05791690000168
ECONODATA,0,,1752,2423087,Jurídica,17550482000156
ERP,1,1.0,1187,841522,Jurídica,04295940000106
ERP,1,1.0,1187,844136,Jurídica,13253642000144
ECONODATA,0,,1718,2536538,Jurídica,18712942000168
Ações de Marketing (Feira),0,,1718,1447350,Jurídica,53168142000129
ECONODATA,0,,1752,1524663,Jurídica,25005001000150
Ações de Marketing (Feira),0,,3002,3214227,Jurídica,26656192000182
Ligação / Visita Receptiva/ Cliente Contatou,1,1.0,1187,1231852,Jurídica,87857629000130
Indicação,0,,1718,3230855,Jurídica,56636376000141
ECONODATA,0,,1752,1524652,Jurídica,18963593000157
ERP,1,1.0,1187,843917,Jurídica,84683671000275
ECONODATA,0,,1752,1545794,Jurídica,05023715000183
Ações de Marketing (Internet/Site),0,,3002,3156945,Jurídica,33496906000106
Indicação,0,,1527,2754089,Jurídica,29134571000109
Ligação / Visita Receptiva/ Cliente Contatou,0,,3002,3122035,Física,08898962916
Ações de Marketing (Internet/Site),0,,3002,3059573,Jurídica,37419881000190
Ações de Marketing (RD Station),0,,1189,2811008,Jurídica,18010847000112
Indicação,0,,1527,2722351,Jurídica,07666567000221
ERP,1,1.0,1187,843847,Jurídica,95877973000110
ERP,1,1.0,1187,842885,Jurídica,04120251000160
ERP,1,1.0,1187,845572,Jurídica,10978282000150
Prospecção Ativa- Vendas Internas,0,,1856,2550266,Jurídica,13140964000187
ERP,1,1.0,1187,845532,Jurídica,13835743000123
ECONODATA,0,,1752,1982560,Jurídica,22755742000160
ERP,1,1.0,1187,843955,Jurídica,12624058000195
Ações de Marketing (Internet/Site),0,,3002,3409359,Jurídica,41209854000160
ERP,1,1.0,1187,841726,Jurídica,59876003000136
ERP,1,1.0,1187,845074,Jurídica,05251405000116
ERP,1,1.0,1187,845593,Jurídica,00253137000409
ERP,1,1.0,1187,844355,Jurídica,87228581000100
ERP,1,1.0,1187,844370,Jurídica,13559773000154
ERP,1,1.0,1187,844076,Jurídica,93590511000191
ERP,1,1.0,1187,841708,Jurídica,87550505000108
Indicação,0,,1328,1280337,Jurídica,79216594000122
ECONODATA,0,,1752,2606707,Jurídica,35080221000100
Prospecção Ativa- Vendas Internas,0,,3002,3122228,Jurídica,09136990000164
ERP,1,1.0,1187,843902,Jurídica,15179801000133
ECONODATA,0,,1752,2423122,Jurídica,32376050000164
ERP,1,1.0,1187,844868,Jurídica,10369138000116
Ações de Marketing (Feira),2,,1188,1529319,Jurídica,17580675000150
Ligação / Visita Receptiva/ Cliente Contatou,2,,1242,1622965,Jurídica,04633535000150
ECONODATA,0,,1752,1643332,Jurídica,20294190000104
Indicação,0,,1328,1280347,Jurídica,22897172000142
ECONODATA,0,,1752,1651581,Jurídica,07027707000130
Prospecção Ativa- Vendas Internas,0,,1226,2180366,Jurídica,05821944000143
Prospecção Ativa- Vendas Internas,0,,2912,2287927,Jurídica,33562541000162
ECONODATA,0,,1752,1629514,Jurídica,17699252000153
ERP,1,1.0,1187,843710,Jurídica,07626588000132
ECONODATA,0,,3938,3003599,Jurídica,06297786000137
Prospecção Ativa- Vendas Internas,0,,3002,3271335,Jurídica,17644403000176
ERP,1,1.0,1187,843158,Jurídica,03900166000152
Indicação,0,,1328,2654316,Filial,03379983000107
Representantes,0,0.0,3002,3244805,Jurídica,86789716000135
ECONODATA,0,,1752,2606788,Jurídica,83857961000144
Ações de Marketing (Internet/Site),0,,1328,953137,Jurídica,08646288000188
ERP,1,1.0,1187,1489893,Jurídica,30544164000140
ECONODATA,0,,1752,1603652,Jurídica,29925452000166
ECONODATA,0,,1752,1601145,Jurídica,04994625000177
ECONODATA,0,,3761,3244275,Jurídica,23637772000134
ECONODATA,0,,3781,3125817,Jurídica,03637657000152
ECONODATA,0,,3761,3244136,Jurídica,59065235000104
Indicação,0,,1856,2526524,Jurídica,13667561000190
Prospecção Ativa- Vendas Internas,0,,3002,3382402,Jurídica,06329975000144
ECONODATA,0,,3761,3064958,Jurídica,75021188000153
ECONODATA,0,,1752,2423063,Jurídica,11662344000182
ECONODATA,0,,1752,2346750,Jurídica,81310443000180
Prospecção Ativa- Vendas Internas,0,,3002,2674831,Jurídica,55962369001734
ERP,1,1.0,1187,1973131,Jurídica,13273228000105
ERP,0,,1187,844362,Jurídica,09627551000154
Indicação,0,,1328,918708,Jurídica,05798441000102
Representantes,0,,1331,3450172,Jurídica,35779785000127
Ações de Marketing (Feira),0,,1718,1429020,Jurídica,03659610000190
ERP,1,1.0,1187,858638,Jurídica,82726316000120
ECONODATA,0,,3002,2892769,Jurídica,97512966000140
ERP,0,,1187,842726,Jurídica,05574628000114
ERP,1,1.0,1187,844856,Jurídica,03296369000181
ECONODATA,0,,3938,3030028,Jurídica,21633244000181
Prospecção Ativa- Vendas Internas,0,,3002,3449494,Jurídica,10693595000161
ECONODATA,0,,1752,1665236,Jurídica,22141861000122
Prospecção Ativa- Vendas Internas,0,,3002,3413928,Jurídica,05797586000180
ERP,1,1.0,1187,841400,Jurídica,01770039000150
ECONODATA,0,,1241,2755056,Jurídica,37984685000168
ECONODATA,0,,3761,3244187,Jurídica,38350541000112
ERP,0,,1187,845620,Jurídica,28079016000150
Ações de Marketing (Internet/Site),0,,3002,3357824,Jurídica,45592600000124
ERP,0,,1187,843213,Jurídica,65784142000132
Ações de Marketing (Feira),0,,3002,3221078,Jurídica,48777379000177
ERP,0,,1187,845500,Jurídica,62948658000187
Indicação,0,,3937,3086731,Jurídica,
ECONODATA,0,,1752,1603591,Jurídica,02688357000130
ECONODATA,0,,1752,2346607,Jurídica,09182008000190
ERP,1,1.0,1187,845134,Jurídica,83802215000153
Indicação,0,,2795,2779582,Jurídica,02691458000160
Representantes,0,,1226,3309207,Jurídica,46441122000114
Indicação,0,,1527,2179094,Jurídica,01956679000150
ERP,1,1.0,1187,2880189,Jurídica,21663630000116
ECONODATA,0,,1752,2423134,Jurídica,36152765000194
ECONODATA,0,,3761,2945265,Jurídica,10652582000144
Prospecção Ativa- Vendas Internas,0,,3002,2733573,Jurídica,13371698000101
Ações de Marketing (Feira),0,,1328,902148,Jurídica,01212335000136
ERP,1,1.0,1187,841685,Jurídica,02810621000166
ERP,1,1.0,1187,844672,Jurídica,81604803000238
ECONODATA,0,,1752,2423036,Jurídica,03804462000150
Prospecção Ativa- Vendas Internas,0,,3002,3372208,Jurídica,00115136000147
Ações de Marketing (RD Station),0,,1189,3060747,Jurídica,37085093000104
ECONODATA,0,,1752,1534754,Jurídica,16661864000194
Indicação,0,,1328,915485,Jurídica,08181303000160
Indicação,0,,1328,920870,Jurídica,00912882000161
ERP,2,1.0,1187,845601,Jurídica,10508169000100
Prospecção Ativa- Vendas Internas,0,,3002,3121803,Jurídica,04759021000146
ECONODATA,0,,1752,1601226,Jurídica,64568397000103
ECONODATA,0,,3761,3003376,Jurídica,09327080000169
Ligação / Visita Receptiva/ Cliente Contatou,0,,1225,1430673,Jurídica,17308798000136
ECONODATA,0,,3761,3244413,Jurídica,09544526000107
Prospecção Ativa- Vendas Internas,0,,3002,3441520,Jurídica,80277601000185
Prospecção Ativa- Vendas Internas,0,,3938,3371407,Jurídica,35502670000190
ECONODATA,0,,1752,2606488,Jurídica,10934913000139
ERP,1,1.0,1187,845024,Jurídica,13074427000186
Prospecção Ativa- Vendas Internas,0,,3002,3387607,Jurídica,01002503000169
ERP,1,1.0,1187,3456309,Jurídica,02424081000182
ECONODATA,0,,1752,2099758,Jurídica,17089059000109
Prospecção Ativa- Vendas Internas,0,,3002,3351011,Jurídica,19260467000107
Ações de Marketing (Feira),0,,3002,3213441,Jurídica,82098898000147
ECONODATA,0,,3761,2853605,Jurídica,46127635000155
ECONODATA,0,,1328,3453919,Jurídica,
ECONODATA,0,,1328,3452137,Jurídica,
Ações de Marketing (Feira),0,,1328,900759,Jurídica,81468308000168
ECONODATA,0,,3938,3018362,Jurídica,04388588000153
ECONODATA,0,,3761,3004499,Jurídica,38336840000100
ECONODATA,0,,3938,2983024,Jurídica,90855172000130
